файл;строка;ключ;было;стало;тип
01_ef_modifier_type;1461;goods_input_peso_el_salvador_colon_c_mult;Потребление peso_el_salvador_colon;Множитель потребления сальвадорского колона;A/сырой ключ вместо названия
01_ef_modifier_type;1462;goods_output_peso_el_salvador_colon_c_mult;Выпуск peso_el_salvador_colon;Множитель производства сальвадорского колона;A/сырой ключ вместо названия
01_ef_modifier_type;1463;goods_output_peso_guatemalan_quetzal_c_add;Множитель потребления peso_guatemalan_quetzal;Производство гватемальского кетсаля;A/сырой ключ вместо названия
01_ef_modifier_type;1464;goods_input_peso_guatemalan_quetzal_c_add;Множитель выпуска peso_guatemalan_quetzal;Потребление гватемальского кетсаля;A/сырой ключ вместо названия
01_ef_modifier_type;1465;goods_input_peso_guatemalan_quetzal_c_mult;Потребление peso_guatemalan_quetzal;Множитель потребления гватемальского кетсаля;A/сырой ключ вместо названия
01_ef_modifier_type;1466;goods_output_peso_guatemalan_quetzal_c_mult;Выпуск peso_guatemalan_quetzal;Множитель производства гватемальского кетсаля;A/сырой ключ вместо названия
01_ef_modifier_type;1467;goods_output_peso_honduran_lempira_c_add;Множитель потребления peso_honduran_lempira;Производство гондурасской лемпиры;A/сырой ключ вместо названия
01_ef_modifier_type;1468;goods_input_peso_honduran_lempira_c_add;Множитель выпуска peso_honduran_lempira;Потребление гондурасской лемпиры;A/сырой ключ вместо названия
01_ef_modifier_type;1469;goods_input_peso_honduran_lempira_c_mult;Потребление peso_honduran_lempira;Множитель потребления гондурасской лемпиры;A/сырой ключ вместо названия
01_ef_modifier_type;1470;goods_output_peso_honduran_lempira_c_mult;Выпуск peso_honduran_lempira;Множитель производства гондурасской лемпиры;A/сырой ключ вместо названия
01_ef_modifier_type;1471;goods_output_peso_mexican_peso_c_add;Множитель потребления peso_mexican_peso;Производство мексиканского песо;A/сырой ключ вместо названия
01_ef_modifier_type;1472;goods_input_peso_mexican_peso_c_add;Множитель выпуска peso_mexican_peso;Потребление мексиканского песо;A/сырой ключ вместо названия
01_ef_modifier_type;1473;goods_input_peso_mexican_peso_c_mult;Потребление peso_mexican_peso;Множитель потребления мексиканского песо;A/сырой ключ вместо названия
01_ef_modifier_type;1474;goods_output_peso_mexican_peso_c_mult;Выпуск peso_mexican_peso;Множитель производства мексиканского песо;A/сырой ключ вместо названия
01_ef_modifier_type;1475;goods_output_peso_nicaraguan_cordoba_c_add;Множитель потребления peso_nicaraguan_cordoba;Производство никарагуанской кордобы;A/сырой ключ вместо названия
